               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 140,             0.05724,             0.04614,            0.055186,             0.61509,             0.17926,             0.15081,            0.055815,            0.065525,            0.046687,            0.060193,            0.005413,            0.005413,            0.005413
                 141,             0.05926,            0.052656,            0.053456,             0.62175,             0.18184,             0.17724,            0.076585,             0.06176,            0.046105,            0.059933,             0.00538,             0.00538,             0.00538
                 142,            0.057655,            0.046256,            0.054598,             0.61261,             0.17678,             0.15417,            0.064336,             0.06451,            0.047124,             0.05993,            0.005347,            0.005347,            0.005347
                 143,            0.056311,            0.052684,             0.05378,             0.63039,             0.19571,             0.18204,            0.081515,            0.063491,            0.047046,            0.059747,            0.005314,            0.005314,            0.005314
                 144,            0.056104,            0.045053,            0.054412,             0.63107,             0.19083,             0.16671,            0.073408,            0.063092,             0.04722,            0.059778,            0.005281,            0.005281,            0.005281
                 145,            0.055674,            0.043262,            0.055458,             0.62697,             0.18542,             0.17482,            0.073355,            0.064288,            0.047667,            0.059688,            0.005248,            0.005248,            0.005248
                 146,            0.057132,            0.050689,            0.053549,              0.6195,             0.19263,             0.16437,            0.062692,            0.063377,             0.04566,            0.060119,            0.005215,            0.005215,            0.005215
                 147,            0.055571,            0.045774,            0.054261,             0.62081,             0.19093,             0.16873,            0.075242,            0.063147,            0.047103,            0.060001,            0.005182,            0.005182,            0.005182
                 148,            0.053429,            0.036762,            0.054357,             0.60152,             0.17383,             0.14486,            0.054336,            0.064112,            0.048925,            0.059988,            0.005149,            0.005149,            0.005149
                 149,            0.054341,            0.048941,            0.053506,             0.61359,             0.19795,              0.1625,             0.06967,            0.062768,            0.045822,            0.059942,            0.005116,            0.005116,            0.005116
                 150,            0.055096,            0.044547,            0.052253,             0.60166,             0.18055,             0.15227,            0.057162,              0.0633,            0.046171,            0.059998,            0.005083,            0.005083,            0.005083
                 151,            0.056123,            0.044783,             0.05462,             0.60516,             0.20573,             0.15498,            0.065549,             0.06296,            0.045712,             0.05992,             0.00505,             0.00505,             0.00505
                 152,            0.054326,            0.043516,            0.053137,             0.62183,             0.19668,             0.17119,             0.06961,            0.062911,            0.045753,            0.059726,            0.005017,            0.005017,            0.005017
                 153,            0.052552,            0.041575,            0.055006,             0.61604,             0.19236,             0.15833,            0.068283,            0.063915,            0.046668,             0.05953,            0.004984,            0.004984,            0.004984
                 154,            0.052241,            0.046992,            0.054437,             0.60905,             0.19548,             0.15889,            0.067089,            0.061523,            0.046144,            0.059806,            0.004951,            0.004951,            0.004951
                 155,            0.056313,            0.047045,            0.052563,             0.62413,              0.2012,             0.16209,            0.068919,            0.063256,            0.045448,            0.060238,            0.004918,            0.004918,            0.004918
                 156,            0.051934,            0.041945,            0.054735,             0.62527,             0.20258,             0.17051,            0.066564,            0.062172,            0.047034,            0.059964,            0.004885,            0.004885,            0.004885
                 157,             0.05421,            0.041892,            0.052373,             0.59378,             0.18877,             0.15229,            0.062226,            0.062397,             0.04631,            0.060214,            0.004852,            0.004852,            0.004852
                 158,            0.052351,            0.039765,            0.053897,             0.60458,             0.19671,              0.1653,            0.071055,            0.062352,            0.046917,            0.059665,            0.004819,            0.004819,            0.004819
                 159,            0.051109,            0.046113,            0.055471,             0.59884,             0.18336,             0.14943,            0.064989,            0.062584,            0.046203,            0.059842,            0.004786,            0.004786,            0.004786
                 160,            0.052438,            0.040137,            0.052942,              0.5919,             0.18877,             0.16138,            0.066009,            0.062416,            0.046034,            0.059527,            0.004753,            0.004753,            0.004753
                 161,            0.053182,            0.045101,            0.052981,             0.60336,             0.18515,             0.15144,            0.067507,            0.062651,            0.045744,            0.059528,             0.00472,             0.00472,             0.00472
                 162,            0.052453,            0.044549,            0.053483,               0.595,             0.19103,             0.15978,            0.063875,            0.061963,            0.046904,            0.059384,            0.004687,            0.004687,            0.004687
                 163,            0.052514,            0.043709,            0.053931,             0.59464,             0.17631,             0.15549,            0.068845,            0.062288,            0.046174,            0.059536,            0.004654,            0.004654,            0.004654
                 164,            0.051505,             0.04358,            0.053344,             0.60433,             0.18626,             0.16043,            0.067515,            0.062206,            0.046831,            0.059406,            0.004621,            0.004621,            0.004621
                 165,            0.054363,            0.047785,              0.0528,             0.61742,             0.17599,             0.15008,            0.064904,            0.063445,            0.047484,            0.059403,            0.004588,            0.004588,            0.004588
                 166,            0.052784,            0.042448,            0.053876,             0.61742,             0.18615,             0.16684,            0.070435,            0.061897,            0.047736,            0.059286,            0.004555,            0.004555,            0.004555
                 167,            0.054706,            0.047264,             0.05289,             0.62301,             0.18833,             0.16299,            0.065257,            0.063207,            0.046795,            0.059356,            0.004522,            0.004522,            0.004522
                 168,            0.051741,             0.04176,            0.052413,             0.61603,             0.19413,             0.17503,            0.074163,            0.061928,            0.048494,            0.059126,            0.004489,            0.004489,            0.004489
                 169,            0.053361,            0.052231,            0.052022,             0.59811,             0.18691,             0.16576,            0.070523,             0.06276,            0.047779,            0.059206,            0.004456,            0.004456,            0.004456
                 170,            0.051608,            0.042347,            0.053477,             0.58879,             0.17759,             0.15947,            0.073917,            0.063199,            0.049068,            0.059052,            0.004423,            0.004423,            0.004423
                 171,            0.054576,            0.041676,            0.053855,              0.6027,              0.1856,             0.17285,            0.060278,            0.063208,            0.049965,            0.059369,             0.00439,             0.00439,             0.00439
                 172,            0.055455,              0.0484,            0.051833,             0.59783,             0.18196,             0.17345,             0.07453,            0.061278,             0.04861,            0.059344,            0.004357,            0.004357,            0.004357
                 173,            0.051455,            0.040066,            0.053664,             0.60794,             0.18296,              0.1728,            0.063113,            0.063175,            0.049393,            0.059302,            0.004324,            0.004324,            0.004324
                 174,            0.050485,            0.042183,            0.051111,             0.60644,             0.18907,             0.16252,            0.069622,             0.06213,            0.049407,            0.059381,            0.004291,            0.004291,            0.004291
                 175,            0.049729,            0.045524,            0.053283,             0.59591,             0.17628,             0.16888,            0.073651,            0.061998,            0.048616,            0.059312,            0.004258,            0.004258,            0.004258
                 176,            0.049249,            0.040958,            0.052943,             0.60812,             0.19723,              0.1581,            0.071114,            0.062353,            0.049619,            0.059109,            0.004225,            0.004225,            0.004225
                 177,            0.053852,            0.042121,             0.05303,             0.58474,             0.16016,              0.1504,              0.0674,            0.062367,            0.049648,             0.05918,            0.004192,            0.004192,            0.004192
                 178,            0.051687,            0.042169,             0.05192,             0.59754,             0.18103,             0.15529,            0.076316,            0.061612,            0.048437,            0.059128,            0.004159,            0.004159,            0.004159
                 179,            0.053712,            0.044361,            0.051763,             0.60817,              0.1791,             0.15878,            0.068321,            0.061713,            0.049166,             0.05925,            0.004126,            0.004126,            0.004126
                 180,            0.053737,            0.042017,            0.051767,             0.61067,             0.18659,             0.16161,            0.075707,            0.060919,            0.050263,            0.059105,            0.004093,            0.004093,            0.004093
                 181,            0.049835,            0.040178,            0.051583,             0.61258,             0.17164,             0.16238,            0.072694,            0.060656,            0.049419,             0.05904,             0.00406,             0.00406,             0.00406
                 182,            0.048847,            0.045628,            0.054052,              0.6135,             0.18436,             0.17012,            0.074805,            0.060955,            0.048625,            0.058887,            0.004027,            0.004027,            0.004027
                 183,            0.048523,            0.040963,            0.052403,             0.60838,             0.17369,             0.15801,            0.066371,            0.061771,            0.051063,            0.058816,            0.003994,            0.003994,            0.003994
                 184,            0.049189,            0.043482,            0.051938,             0.61946,             0.18112,             0.16874,            0.078533,            0.060941,            0.047856,            0.058893,            0.003961,            0.003961,            0.003961
                 185,            0.051509,             0.04555,            0.051206,             0.62594,              0.1628,              0.1421,            0.062856,            0.063649,            0.047629,            0.059482,            0.003928,            0.003928,            0.003928
                 186,            0.051886,            0.041826,            0.051494,             0.59028,             0.18648,             0.16114,            0.069807,            0.061894,            0.047276,            0.059379,            0.003895,            0.003895,            0.003895
                 187,            0.052389,            0.043594,            0.051878,             0.58147,             0.16674,             0.15289,            0.063625,            0.062094,            0.047832,            0.059509,            0.003862,            0.003862,            0.003862
                 188,             0.05035,            0.040118,            0.050942,             0.60425,             0.17968,             0.16029,             0.06817,            0.061699,            0.047408,            0.059478,            0.003829,            0.003829,            0.003829
                 189,            0.053257,            0.041159,            0.050173,             0.59612,             0.18276,             0.13502,            0.055627,              0.0646,            0.048376,            0.060043,            0.003796,            0.003796,            0.003796
                 190,             0.05201,             0.04381,            0.051401,             0.62024,             0.18767,             0.15552,            0.066625,            0.061353,            0.048562,            0.059692,            0.003763,            0.003763,            0.003763
                 191,            0.046563,            0.038822,            0.053168,             0.61682,             0.18605,             0.17178,            0.076659,            0.061696,            0.049074,            0.059198,             0.00373,             0.00373,             0.00373
                 192,            0.048975,            0.043315,            0.052339,             0.63665,             0.19362,               0.167,            0.066216,            0.061075,            0.047748,            0.058988,            0.003697,            0.003697,            0.003697
                 193,            0.049201,            0.041021,            0.050789,             0.61686,             0.19159,             0.17542,            0.077888,            0.061111,            0.047555,            0.058578,            0.003664,            0.003664,            0.003664
                 194,            0.046931,            0.034756,            0.051705,             0.63727,              0.1895,             0.17917,             0.07375,            0.061809,            0.048613,            0.058451,            0.003631,            0.003631,            0.003631
                 195,            0.050801,             0.04898,            0.052509,             0.64901,             0.20068,             0.18558,            0.074733,            0.060256,            0.047258,            0.058527,            0.003598,            0.003598,            0.003598
                 196,            0.050614,            0.042996,            0.051071,             0.63854,             0.20247,             0.17919,            0.078386,            0.060275,            0.047671,            0.058324,            0.003565,            0.003565,            0.003565
                 197,            0.048517,            0.038048,            0.050511,             0.64576,             0.19245,              0.1829,            0.082217,            0.060756,            0.048108,            0.058493,            0.003532,            0.003532,            0.003532
                 198,            0.049838,            0.042579,            0.051184,             0.61568,             0.18649,             0.16138,            0.075678,            0.061491,            0.047434,            0.058289,            0.003499,            0.003499,            0.003499
                 199,             0.05101,            0.038712,            0.052413,             0.63116,             0.18944,             0.17717,            0.078966,            0.060895,            0.047891,             0.05819,            0.003466,            0.003466,            0.003466
                 200,            0.050629,            0.048562,            0.049645,             0.62517,             0.17038,             0.16404,            0.074458,            0.062237,            0.047786,            0.058255,            0.003433,            0.003433,            0.003433
                 201,             0.05024,            0.038892,            0.051788,             0.65579,             0.18664,             0.18053,            0.081224,            0.060439,            0.047883,            0.058055,              0.0034,              0.0034,              0.0034
                 202,            0.048675,            0.041577,            0.052001,             0.63106,             0.16903,             0.15573,            0.072266,            0.061223,            0.047753,            0.058243,            0.003367,            0.003367,            0.003367
                 203,            0.048767,            0.042845,             0.05172,             0.62241,             0.18745,             0.16587,            0.071799,            0.061941,            0.047749,            0.058116,            0.003334,            0.003334,            0.003334
                 204,            0.049161,            0.042737,            0.050966,             0.62833,             0.16908,             0.16035,              0.0758,            0.060663,            0.048003,            0.058079,            0.003301,            0.003301,            0.003301
                 205,            0.048242,            0.037011,            0.050923,             0.64364,             0.17779,             0.16852,            0.078791,            0.060838,            0.048138,            0.058102,            0.003268,            0.003268,            0.003268
                 206,            0.047439,             0.04068,            0.048816,             0.62964,             0.17861,             0.16699,            0.077228,            0.060484,             0.04817,            0.058423,            0.003235,            0.003235,            0.003235
                 207,            0.050508,            0.046327,            0.050342,             0.63605,             0.19403,             0.17726,            0.081834,            0.060792,            0.048127,            0.058399,            0.003202,            0.003202,            0.003202
                 208,            0.051754,            0.048914,            0.049861,             0.60921,             0.18568,             0.15573,            0.069287,            0.061145,            0.048034,            0.058725,            0.003169,            0.003169,            0.003169
                 209,            0.047978,            0.041531,            0.050235,             0.62544,             0.19627,              0.1718,            0.078626,            0.060124,            0.047969,            0.058494,            0.003136,            0.003136,            0.003136
                 210,            0.048665,            0.039756,             0.04894,             0.61909,             0.18659,              0.1612,            0.069209,            0.061394,            0.048538,            0.058621,            0.003103,            0.003103,            0.003103
                 211,            0.050095,            0.043476,            0.051131,             0.63295,             0.19942,             0.18302,            0.082976,            0.060393,            0.048169,            0.058422,             0.00307,             0.00307,             0.00307
                 212,            0.046978,            0.037311,            0.052339,             0.64104,             0.17867,             0.17128,            0.079006,            0.061348,             0.04799,            0.058352,            0.003037,            0.003037,            0.003037
                 213,             0.05172,             0.04703,            0.050181,              0.6508,             0.18643,              0.1718,            0.078754,            0.060626,            0.047772,            0.058178,            0.003004,            0.003004,            0.003004
                 214,             0.05085,            0.046221,            0.050572,             0.65348,              0.1877,             0.17511,            0.076815,             0.06178,            0.048657,            0.058193,            0.002971,            0.002971,            0.002971
                 215,            0.046455,            0.042005,            0.051981,              0.6408,             0.19108,             0.18564,            0.087745,             0.06073,            0.049608,             0.05804,            0.002938,            0.002938,            0.002938
                 216,               0.049,            0.042124,            0.049795,             0.65573,             0.17091,             0.17247,              0.0805,            0.061462,            0.049684,            0.058024,            0.002905,            0.002905,            0.002905
                 217,            0.048521,            0.043724,            0.050061,             0.64289,             0.19407,             0.18927,            0.085063,             0.06105,            0.049277,            0.057776,            0.002872,            0.002872,            0.002872
                 218,             0.04497,            0.040573,            0.050975,             0.62553,             0.20864,             0.19342,            0.084079,            0.060702,            0.049296,            0.057601,            0.002839,            0.002839,            0.002839
                 219,            0.047792,             0.04288,            0.050571,             0.64035,             0.19374,             0.17914,            0.079981,            0.062543,            0.049877,            0.057747,            0.002806,            0.002806,            0.002806
                 220,            0.048078,            0.043123,            0.049274,             0.63584,             0.19896,              0.1863,             0.08682,            0.060432,            0.049199,            0.057553,            0.002773,            0.002773,            0.002773
                 221,            0.048305,            0.043358,            0.050901,             0.65136,             0.18245,             0.17313,            0.080897,            0.060847,            0.050299,            0.057622,             0.00274,             0.00274,             0.00274
                 222,            0.046959,            0.042627,            0.051549,             0.64981,             0.19801,             0.19914,            0.087504,            0.060619,            0.049953,            0.057681,            0.002707,            0.002707,            0.002707
                 223,            0.048941,            0.040555,            0.048672,             0.67167,             0.17646,             0.17483,            0.074627,            0.061881,            0.049773,            0.057792,            0.002674,            0.002674,            0.002674
                 224,            0.047065,             0.03807,             0.05037,             0.63045,             0.19146,             0.19768,            0.088696,            0.061515,            0.049756,            0.057671,            0.002641,            0.002641,            0.002641
                 225,            0.049166,            0.044915,            0.049704,             0.71482,             0.16594,             0.17467,            0.081089,            0.060851,            0.048663,            0.057754,            0.002608,            0.002608,            0.002608
                 226,            0.047031,            0.048328,            0.051638,             0.76968,             0.16011,             0.18031,            0.087578,            0.060384,            0.048311,            0.057563,            0.002575,            0.002575,            0.002575
                 227,            0.048644,            0.040113,            0.050867,             0.76118,             0.15948,             0.17477,            0.081423,            0.061246,            0.048357,            0.057596,            0.002542,            0.002542,            0.002542
                 228,            0.049006,            0.045226,            0.048512,             0.63223,             0.19591,             0.18212,            0.087743,            0.060209,            0.047965,            0.057288,            0.002509,            0.002509,            0.002509
                 229,            0.045306,            0.041091,             0.04848,               0.635,             0.18424,             0.17655,             0.08568,            0.060202,            0.047615,            0.057102,            0.002476,            0.002476,            0.002476
                 230,            0.047549,            0.041403,            0.049843,             0.63207,             0.20638,             0.18461,             0.08622,            0.060136,            0.047664,            0.057019,            0.002443,            0.002443,            0.002443
                 231,            0.047474,            0.037832,             0.04929,             0.55513,              0.1983,             0.17807,            0.080617,            0.061715,            0.047802,             0.05715,             0.00241,             0.00241,             0.00241
                 232,            0.048382,            0.042874,            0.049257,             0.55196,             0.19108,             0.17431,            0.087551,            0.060456,            0.047949,            0.057201,            0.002377,            0.002377,            0.002377
                 233,            0.048778,            0.042571,            0.048782,             0.56543,             0.19011,             0.18181,            0.082562,            0.061113,            0.048154,            0.057351,            0.002344,            0.002344,            0.002344
                 234,            0.047073,            0.042959,            0.048734,             0.56165,             0.18957,             0.17624,            0.090021,            0.060883,            0.048311,            0.057367,            0.002311,            0.002311,            0.002311
                 235,            0.048113,            0.049936,            0.050134,             0.56438,             0.19433,             0.17963,            0.086863,            0.060409,            0.048277,             0.05734,            0.002278,            0.002278,            0.002278
                 236,            0.047707,            0.042295,             0.04962,             0.56864,             0.19712,             0.17902,            0.086155,             0.06052,            0.048334,             0.05724,            0.002245,            0.002245,            0.002245
                 237,            0.051108,            0.041737,            0.049849,             0.58206,             0.21119,             0.18321,            0.086509,            0.060479,            0.049198,            0.057109,            0.002212,            0.002212,            0.002212
                 238,            0.050636,            0.048282,            0.048805,              0.5516,             0.17926,             0.15859,            0.070818,            0.062156,            0.048497,            0.057234,            0.002179,            0.002179,            0.002179
                 239,             0.04876,            0.045736,            0.047942,              0.6435,            0.095083,            0.072436,             0.03759,            0.060605,            0.048468,            0.057209,            0.002146,            0.002146,            0.002146
                 240,            0.049178,            0.044999,            0.049958,             0.56657,              0.2014,             0.18298,            0.091987,            0.060433,            0.049161,            0.057176,            0.002113,            0.002113,            0.002113
                 241,            0.045663,            0.037499,            0.049011,              0.5658,             0.19502,             0.17976,            0.085416,            0.060964,            0.049556,            0.057316,             0.00208,             0.00208,             0.00208
                 242,            0.046457,            0.036394,            0.048132,             0.56973,              0.1957,             0.18203,            0.088622,            0.060848,             0.04953,            0.057075,            0.002047,            0.002047,            0.002047
                 243,            0.049079,            0.039271,            0.049823,             0.56813,             0.19115,             0.18101,            0.083422,            0.060967,            0.049742,            0.057024,            0.002014,            0.002014,            0.002014
                 244,            0.046237,            0.040942,            0.048856,             0.56427,             0.20495,             0.17882,            0.084031,            0.060361,            0.049255,            0.056933,            0.001981,            0.001981,            0.001981
                 245,            0.047077,            0.046213,             0.04854,             0.56684,             0.20452,             0.18355,            0.082184,             0.06023,            0.049837,            0.056959,            0.001948,            0.001948,            0.001948
                 246,            0.047242,            0.039897,            0.048673,             0.57447,             0.20317,             0.18326,            0.085633,            0.060638,             0.04988,            0.057069,            0.001915,            0.001915,            0.001915
                 247,            0.048324,            0.051438,            0.047911,             0.57885,             0.19237,             0.18054,            0.087997,            0.060146,            0.049362,            0.057126,            0.001882,            0.001882,            0.001882
                 248,             0.04676,            0.044157,            0.049511,             0.57146,             0.18956,             0.17592,             0.08353,            0.060742,            0.049797,             0.05719,            0.001849,            0.001849,            0.001849
                 249,             0.04432,            0.040722,            0.047529,             0.57449,             0.18751,             0.17964,            0.085426,            0.060448,            0.050118,            0.057113,            0.001816,            0.001816,            0.001816
                 250,            0.047704,            0.046633,             0.04776,             0.56085,             0.18417,              0.1635,            0.080657,            0.061275,            0.050065,             0.05701,            0.001783,            0.001783,            0.001783
                 251,            0.047201,            0.042083,            0.049732,             0.57273,             0.19506,             0.17451,            0.083342,            0.060327,            0.049994,            0.056934,             0.00175,             0.00175,             0.00175
                 252,            0.047627,            0.048199,            0.048945,             0.56583,              0.1909,              0.1763,            0.082293,            0.060191,            0.049646,            0.056868,            0.001717,            0.001717,            0.001717
                 253,            0.045023,            0.042388,            0.048879,             0.55933,             0.18694,             0.17072,            0.083254,            0.060544,             0.04963,            0.056915,            0.001684,            0.001684,            0.001684
                 254,            0.045311,            0.042454,            0.048429,             0.57937,             0.19253,             0.17832,            0.084585,            0.060307,            0.049303,             0.05707,            0.001651,            0.001651,            0.001651
                 255,            0.046265,            0.041604,            0.048491,              0.5622,             0.18413,             0.16917,            0.079889,            0.060682,            0.049263,            0.057202,            0.001618,            0.001618,            0.001618
                 256,            0.046868,            0.037152,            0.046695,             0.57299,             0.17837,             0.17801,            0.085592,             0.06064,            0.049491,            0.057339,            0.001585,            0.001585,            0.001585
                 257,            0.046858,            0.041289,            0.048493,             0.58186,             0.17794,             0.18082,            0.088662,            0.060351,            0.049579,            0.057347,            0.001552,            0.001552,            0.001552
                 258,            0.045319,             0.04005,            0.049048,             0.63142,             0.17524,             0.17961,            0.088575,            0.060399,            0.049882,            0.057229,            0.001519,            0.001519,            0.001519
                 259,            0.045542,            0.039744,            0.048235,             0.57188,             0.18065,             0.18229,            0.089529,            0.060144,            0.049465,            0.057028,            0.001486,            0.001486,            0.001486
                 260,            0.045243,            0.037768,            0.048945,             0.56492,             0.18002,             0.17975,            0.085608,            0.060685,            0.049533,            0.056898,            0.001453,            0.001453,            0.001453
                 261,            0.046588,            0.043705,            0.047012,             0.61342,             0.17219,             0.16869,            0.080927,            0.060492,            0.049287,            0.056791,             0.00142,             0.00142,             0.00142
                 262,            0.043343,            0.038614,            0.049663,             0.57341,             0.19138,             0.18308,            0.088088,            0.059938,            0.049612,            0.056677,            0.001387,            0.001387,            0.001387
                 263,            0.046621,            0.045015,            0.049034,             0.67113,             0.17265,             0.17098,            0.086543,            0.060574,            0.049615,            0.056588,            0.001354,            0.001354,            0.001354
                 264,            0.044179,            0.042297,            0.048446,             0.57825,             0.19107,             0.18474,            0.087351,             0.06011,             0.04942,            0.056475,            0.001321,            0.001321,            0.001321
                 265,            0.044638,            0.039545,            0.048722,              0.5814,             0.19264,              0.1857,            0.091186,            0.059934,            0.049635,            0.056427,            0.001288,            0.001288,            0.001288
                 266,            0.044417,            0.039594,            0.049122,             0.58371,             0.19136,             0.18639,            0.088925,            0.060181,            0.049855,            0.056409,            0.001255,            0.001255,            0.001255
                 267,            0.045045,            0.044239,            0.049528,              0.5909,             0.19404,             0.18882,            0.092516,            0.060012,            0.049806,            0.056385,            0.001222,            0.001222,            0.001222
                 268,            0.045247,            0.037328,             0.04723,             0.58352,             0.19186,             0.18974,            0.092922,            0.060112,            0.050354,            0.056438,            0.001189,            0.001189,            0.001189
                 269,            0.047047,            0.040547,            0.047189,             0.57304,             0.19022,             0.18398,            0.089217,            0.060599,            0.050601,            0.056576,            0.001156,            0.001156,            0.001156
                 270,            0.046614,            0.046662,            0.047304,             0.56798,              0.1818,             0.18666,            0.090647,            0.060533,            0.050676,            0.056618,            0.001123,            0.001123,            0.001123
                 271,            0.046213,            0.039759,              0.0484,             0.56035,             0.18446,             0.18574,            0.090136,            0.060647,            0.050358,            0.056646,             0.00109,             0.00109,             0.00109
                 272,            0.042491,            0.040495,            0.048739,              0.5556,             0.18398,             0.18496,            0.088666,            0.060506,            0.050224,             0.05673,            0.001057,            0.001057,            0.001057
                 273,            0.047028,            0.038338,            0.048952,              0.5603,             0.19132,             0.18334,            0.090295,            0.060372,            0.050134,            0.056684,            0.001024,            0.001024,            0.001024
                 274,            0.047883,            0.041085,            0.047349,             0.55242,             0.18998,             0.17586,            0.087917,            0.060869,            0.050057,            0.056764,            0.000991,            0.000991,            0.000991
                 275,            0.045229,            0.043097,            0.047306,              0.5797,             0.17222,             0.17212,            0.086706,              0.0608,            0.049553,            0.056802,            0.000958,            0.000958,            0.000958
                 276,            0.046677,            0.040529,            0.048591,             0.67526,             0.16541,             0.16977,            0.085518,            0.060436,            0.049293,            0.056802,            0.000925,            0.000925,            0.000925
                 277,            0.047369,             0.04443,            0.046634,             0.67211,              0.1656,             0.17438,             0.08817,            0.059996,            0.049272,            0.056779,            0.000892,            0.000892,            0.000892
                 278,            0.046716,            0.035528,            0.049676,             0.66525,              0.1676,             0.17739,            0.091821,            0.059863,            0.049432,              0.0567,            0.000859,            0.000859,            0.000859
                 279,            0.046992,            0.040141,            0.048282,             0.66408,             0.16909,             0.18124,             0.09222,             0.05972,            0.049692,            0.056659,            0.000826,            0.000826,            0.000826
                 280,            0.047232,            0.047824,            0.046661,             0.66955,             0.17006,             0.17873,            0.092069,            0.059789,            0.049572,            0.056698,            0.000793,            0.000793,            0.000793
                 281,            0.044999,            0.037991,            0.047471,             0.68376,             0.17578,             0.18882,            0.095008,            0.059654,            0.049507,            0.056718,             0.00076,             0.00076,             0.00076
